,Company,ESG score,Clean200,ScienceBasedTargets,Country,Symbol NQ
2768, Svenska Cellulosa AB SCA ,27,0.0,0.0,na,na
2769, Svenska Handelsbanken AB ,74,0.0,0.0,na,na
2770, Swatch Group AG ,10,0.0,0.0,na,na
2771, Swedish Match AB ,32,0.0,1.0,Sweden,na
2772, Swedish Orphan Biovitrum AB ,20,0.0,0.0,na,na
2773, Swire Pacific Ltd ,61,0.0,0.0,na,na
2774, Swire Properties Ltd ,74,0.0,1.0,Hong Kong,na
2775, Swiss Life Holding AG ,45,0.0,0.0,na,na
2776, Swiss Prime Site AG ,13,0.0,0.0,na,na
2777, Swiss Re AG ,81,0.0,1.0,Switzerland,na
2778, Swisscom AG ,70,0.0,1.0,Switzerland,na
2779, Sydney Airport ,71,0.0,1.0,New Zealand,na
2780, Symrise AG ,33,0.0,1.0,Germany,na
2781, Synchrony Financial ,21,0.0,0.0,na,KRNY
2782, Synnex Technology International Corp ,7,0.0,0.0,na,na
2783, Synopsys Inc ,16,0.0,0.0,na,na
2784, Syrah Resources Ltd ,9,0.0,0.0,na,na
2785, Sysco Corp ,26,0.0,0.0,na,na
2786, Sysmex Corp ,69,0.0,0.0,na,na
2787, T Rowe Price Group Inc ,30,0.0,0.0,na,na
2788, T&D Holdings Inc ,61,0.0,0.0,na,na
2789, T-Mobile US Inc ,10,0.0,0.0,na,na
2790, TA Chen Stainless Pipe ,1,0.0,0.0,na,na
2791, Tabcorp Holdings Ltd ,67,0.0,0.0,na,na
2792, Taiheiyo Cement Corp ,57,0.0,0.0,na,na
2793, Taisei Corp ,30,0.0,1.0,Japan,na
2794, Taishin Financial Holding Co Ltd ,78,0.0,0.0,na,na
2795, Taisho Pharmaceutical Holdings Co Ltd ,15,0.0,0.0,na,na
2796, Taiwan Business Bank ,7,0.0,0.0,na,na
2797, Taiwan Cement Corp ,66,0.0,1.0,"Taiwan, Province of China",na
2798, Taiwan Cooperative Financial Holding Co Ltd ,10,0.0,0.0,na,na
2799, Taiwan Mobile Co Ltd ,89,0.0,1.0,"Taiwan, Province of China",na
2800, Taiwan Semiconductor Manufacturing Co Ltd ,87,1.0,1.0,"Taiwan, Province of China",na
2801, Taiyo Nippon Sanso Corp ,10,0.0,0.0,na,na
2802, Takara Holdings Inc ,3,0.0,0.0,na,na
2803, Takashimaya Co Ltd ,2,0.0,0.0,na,na
2804, Take-Two Interactive Software Inc ,14,0.0,0.0,na,TTWO
2805, Takeda Pharmaceutical Co Ltd ,75,1.0,0.0,na,na
2806, TAL Education Group ,9,0.0,0.0,na,na
2807, Tapestry Inc ,21,0.0,0.0,na,na
2808, Targa Resources Corp ,10,0.0,0.0,na,na
2809, Target Corp ,41,0.0,1.0,United States of America (USA),na
2810, Tassal Group Ltd ,21,0.0,0.0,na,na
2811, Tata Consultancy Services Ltd ,63,0.0,1.0,Pakistan,na
2812, Tata Motors Ltd ,58,0.0,0.0,na,na
2813, Tata Power Co Ltd ,48,0.0,0.0,na,na
2814, Tata Steel Ltd ,66,0.0,0.0,na,na
2815, Tate & Lyle PLC ,35,0.0,0.0,na,na
2816, Tatneft PJSC ,13,0.0,0.0,na,na
2817, Tatung Co Ltd ,34,0.0,0.0,na,na
2818, Taylor Wimpey PLC ,68,0.0,0.0,na,na
2819, TC Energy Corp ,60,0.0,0.0,na,na
2820, TCI Co Ltd ,39,0.0,0.0,na,na
2821, TD Ameritrade Holding Corp ,18,0.0,0.0,na,AMTD
2822, TDK Corp ,52,0.0,0.0,na,na
2823, TE Connectivity Ltd ,58,1.0,0.0,na,na
2824, Tech Data Corp ,10,0.0,0.0,na,TECD
2825, Tech Mahindra Ltd ,74,0.0,1.0,India,na
2826, TechnipFMC PLC ,15,0.0,0.0,na,na
2827, Technology One Ltd ,13,0.0,0.0,na,na
2828, Techtronic Industries Co Ltd ,18,0.0,0.0,na,na
2829, Teck Resources Ltd ,90,0.0,0.0,na,na
2830, Teco Electric and Machinery Co Ltd ,42,0.0,0.0,na,na
2831, Teijin Ltd ,56,0.0,0.0,na,na
2832, Teladoc Health Inc ,10,0.0,0.0,na,na
2833, Telcon RF Pharmaceutical Inc ,0,0.0,0.0,na,na
2834, Tele2 AB ,38,0.0,1.0,Sweden,na
2835, Telecom Italia SpA/Milano ,80,0.0,0.0,na,na
2836, Teledyne Technologies Inc ,9,0.0,0.0,na,na
2837, Teleflex Inc ,17,0.0,0.0,na,na
2838, Telefonaktiebolaget LM Ericsson ,48,1.0,0.0,na,na
2839, Telefonica Brasil SA ,66,0.0,0.0,na,na
2840, Telefonica Deutschland Holding AG ,33,0.0,0.0,na,na
2841, Telefonica SA ,72,0.0,0.0,na,na
2842, Telekom Malaysia Bhd ,35,0.0,0.0,na,na
2843, Telekomunikasi Indonesia Persero Tbk PT ,17,0.0,0.0,na,na
2844, Telenet Group Holding NV ,80,0.0,0.0,na,na
2845, Telenor ASA ,37,0.0,1.0,Norway,na
2846, Teleperformance ,36,0.0,0.0,na,na
2847, Telephone & Data Systems Inc ,8,0.0,0.0,na,na
2848, Telesites SAB de CV ,2,0.0,0.0,na,na
2849, Television Francaise 1 ,63,0.0,0.0,na,na
2850, Telia Co AB ,33,0.0,0.0,na,na
2851, Telkom SA SOC Ltd ,32,0.0,0.0,na,na
2852, Telstra Corp Ltd ,44,0.0,0.0,na,na
2853, TELUS Corp ,82,0.0,0.0,na,na
2854, Temenos AG ,54,0.0,0.0,na,na
2855, Tenaga Nasional Bhd ,22,0.0,0.0,na,na
2856, Tenaris SA ,28,0.0,0.0,na,na
2857, Tencent Holdings Ltd ,19,0.0,0.0,na,na
2858, Teradata Corp ,48,0.0,0.0,na,na
2859, Teradyne Inc ,27,0.0,0.0,na,na
2860, Terna Rete Elettrica Nazionale SpA ,90,0.0,0.0,na,na
2861, Terumo Corp ,22,0.0,1.0,Japan,na
2862, Tesco Lotus Retail Growth Freehold & Leasehold Property Fund ,2,0.0,0.0,na,na
2863, Tesco PLC ,60,0.0,1.0,United Kingdom (UK),na
2864, Tesla Inc ,17,1.0,0.0,na,na
2865, Tetra Tech Inc ,36,0.0,0.0,na,na
2866, Teva Pharmaceutical Industries Ltd ,33,0.0,0.0,na,na
2867, Texas Instruments Inc ,52,0.0,0.0,na,TXN
2868, Texas Roadhouse Inc ,9,0.0,0.0,na,na
2869, Textron Inc ,22,0.0,0.0,na,na
2870, TGS NOPEC Geophysical Co ASA ,41,0.0,0.0,na,na
2871, Thai Beverage PCL ,92,0.0,0.0,na,na
2872, Thai Oil PCL ,89,0.0,0.0,na,na
2873, Thai Union Group PCL ,86,0.0,0.0,na,na
2874, Thales SA ,74,0.0,0.0,na,na
2875, Thermo Fisher Scientific Inc ,23,0.0,0.0,na,na
2876, THK Co Ltd ,13,1.0,0.0,na,na
2877, Thomson Reuters Corp ,26,0.0,1.0,Canada,na
2878, thyssenkrupp AG ,26,0.0,1.0,Germany,na
2879, Tiffany & Co ,31,0.0,0.0,na,na
2880, TIM Participacoes SA ,63,0.0,0.0,na,na
2881, Tingyi Cayman Islands Holding Corp ,12,0.0,0.0,na,na
2882, TIS Inc ,32,0.0,0.0,na,na
2883, Titan Co Ltd ,17,0.0,0.0,na,na
2884, TJX Cos Inc ,27,0.0,0.0,na,na
2885, TMB Bank PCL ,62,0.0,0.0,na,na
2886, Tobu Railway Co Ltd ,2,0.0,0.0,na,na
2887, Toho Co Ltd/Tokyo ,0,0.0,0.0,na,na
2888, Toho Gas Co Ltd ,36,0.0,0.0,na,na
2889, Tohoku Electric Power Co Inc ,14,0.0,0.0,na,na
2890, Tokai Carbon Co Ltd ,13,0.0,0.0,na,na
2891, Tokio Marine Holdings Inc ,76,0.0,1.0,Japan,na
2892, Tokyo Century Corp ,11,0.0,0.0,na,na
2893, Tokyo Electron Ltd ,78,0.0,0.0,na,na
2894, Tokyo Gas Co Ltd ,66,0.0,0.0,na,na
2895, Tokyo Tatemono Co Ltd ,52,0.0,0.0,na,na
2896, Tokyu Corp ,5,0.0,0.0,na,na
2897, Tokyu Fudosan Holdings Corp ,53,0.0,0.0,na,na
2898, Toll Brothers Inc ,35,0.0,0.0,na,na
2899, Tomra Systems ASA ,24,0.0,0.0,na,na
2900, Top Glove Corp Bhd ,41,0.0,0.0,na,na
2901, Topdanmark A/S ,17,0.0,0.0,na,na
2902, Toppan Printing Co Ltd ,69,0.0,1.0,Japan,na
2903, Toray Industries Inc ,69,0.0,0.0,na,na
2904, Toro Co ,12,0.0,0.0,na,na
2905, Toromont Industries Ltd ,5,0.0,0.0,na,na
2906, Toronto-Dominion Bank ,76,0.0,0.0,na,na
2907, Torrent Pharmaceuticals Ltd ,15,0.0,0.0,na,na
2908, Toshiba Corp ,33,0.0,0.0,na,na
2909, Tosoh Corp ,9,0.0,0.0,na,na
2910, TOTAL SA ,72,0.0,0.0,na,na
2911, Total System Services Inc ,18,0.0,0.0,na,na
2912, TOTO Ltd ,79,0.0,0.0,na,na
2913, Tourmaline Oil Corp ,20,0.0,0.0,na,na
2914, Toyo Seikan Group Holdings Ltd ,14,0.0,0.0,na,na
2915, Toyo Suisan Kaisha Ltd ,5,0.0,0.0,na,na
2916, Toyota Industries Corp ,29,0.0,0.0,na,na
2917, Toyota Motor Corp ,59,1.0,1.0,Japan,na
2918, Toyota Tsusho Corp ,23,0.0,0.0,na,na
2919, TP ICAP PLC ,17,0.0,0.0,na,na
2920, TPG Telecom Ltd ,14,0.0,0.0,na,na
2921, Tractor Supply Co ,16,0.0,0.0,na,TSCO
2922, Trade Desk Inc ,6,0.0,0.0,na,na
2923, TransDigm Group Inc ,9,0.0,0.0,na,na
2924, Transneft PJSC ,18,0.0,0.0,na,na
2925, Transocean Ltd ,15,0.0,0.0,na,na
2926, Transportadora de Gas Internacional S.A. E.S.P. ,55,0.0,0.0,na,na
2927, TransUnion ,15,0.0,0.0,na,na
2928, Transurban Group ,78,0.0,0.0,na,na
2929, Travelers Cos Inc ,41,0.0,0.0,na,na
2930, TravelSky Technology Ltd ,13,0.0,0.0,na,na
2931, Travis Perkins PLC ,29,0.0,0.0,na,na
2932, Treasury Wine Estates Ltd ,19,0.0,0.0,na,na
2933, TreeHouse Foods Inc ,7,0.0,0.0,na,na
2934, Trelleborg AB ,52,0.0,0.0,na,na
2935, Trend Micro Inc/Japan ,12,0.0,0.0,na,na
2936, Trevali Mining Corp ,14,0.0,0.0,na,na
2937, Trex Co Inc ,7,0.0,0.0,na,na
2938, Trimble Inc ,21,0.0,0.0,na,TRMB
2939, Trinity Industries Inc ,9,0.0,0.0,na,na
2940, Trip.com Group Ltd ,8,0.0,0.0,na,na
2941, TripAdvisor Inc ,14,0.0,0.0,na,na
2942, Tripod Technology Corp ,5,0.0,0.0,na,na
2943, Tritax Big Box REIT PLC ,6,0.0,0.0,na,na
2944, True Corp PCL ,90,0.0,0.0,na,na
2945, Truworths International Ltd ,32,0.0,0.0,na,na
2946, Tryg A/S ,22,0.0,0.0,na,na
2947, TS Tech Co Ltd ,58,0.0,0.0,na,na
2948, Tsingtao Brewery Co Ltd ,8,0.0,0.0,na,na
2949, Tsuruha Holdings Inc ,3,0.0,0.0,na,na
2950, TUI AG ,72,0.0,0.0,na,na
2951, Tupras Turkiye Petrol Rafinerileri AS ,17,0.0,0.0,na,na
2952, Turk Hava Yollari AO ,20,0.0,0.0,na,na
2953, Turkcell Iletisim Hizmetleri AS ,18,0.0,0.0,na,na
2954, Turkiye Garanti Bankasi AS ,77,0.0,0.0,na,na
2955, Turkiye Vakiflar Bankasi TAO ,51,0.0,0.0,na,na
2956, Twilio Inc ,9,0.0,0.0,na,na
2957, Twitter Inc ,13,0.0,0.0,na,na
2958, Two Harbors Investment Corp ,9,0.0,0.0,na,na
2959, Tyler Technologies Inc ,7,0.0,0.0,na,na
2960, Tyson Foods Inc ,31,0.0,0.0,na,na
2961, Ube Industries Ltd ,19,0.0,0.0,na,na
2962, Ubisoft Entertainment SA ,20,0.0,0.0,na,na
2963, UBS Group AG ,83,0.0,0.0,na,na
2964, UCB SA ,31,0.0,1.0,Belgium,na
2965, UDR Inc ,10,0.0,0.0,na,na
2966, UGI Corp ,8,0.0,0.0,na,na
2967, Ulta Beauty Inc ,20,0.0,0.0,na,na
2968, Ultrapar Participacoes SA ,26,0.0,0.0,na,na
2969, UltraTech Cement Ltd ,59,0.0,0.0,na,na
2970, UMB Financial Corp ,17,0.0,0.0,na,UMBF
2971, Umicore SA ,28,1.0,0.0,na,na
2972, Under Armour Inc ,10,0.0,0.0,na,na
2973, Uni-President Enterprises Corp ,22,0.0,0.0,na,na
2974, Unibail-Rodamco-Westfield ,45,0.0,1.0,France,na
2975, Unicharm Corp ,20,0.0,1.0,Japan,na
2976, UniCredit SpA ,53,0.0,0.0,na,na
2977, Unifin Financiera SAB de CV ,4,0.0,0.0,na,na
2978, Unilever Indonesia Tbk PT ,21,0.0,0.0,na,na
2979, Unilever NV ,90,0.0,1.0,United Kingdom (UK),na
2980, Union Andina de Cementos SAA ,55,0.0,0.0,na,na
2981, Union de Cervecerias Peruanas Backus y Johnston SAA ,46,0.0,0.0,na,na
2982, Union Pacific Corp ,28,0.0,1.0,United States of America (USA),na
2983, Unione di Banche Italiane SpA ,37,0.0,0.0,na,na
2984, Uniper SE ,15,0.0,0.0,na,na
2985, United Airlines Holdings Inc ,27,0.0,0.0,na,UAL
2986, United Breweries Ltd ,12,0.0,0.0,na,na
2987, United Internet AG ,32,0.0,0.0,na,na
2988, United Microelectronics Corp ,83,0.0,0.0,na,na
2989, United Overseas Bank Ltd ,46,0.0,0.0,na,na
2990, United Parcel Service Inc ,62,0.0,0.0,na,na
2991, United Rentals Inc ,27,0.0,0.0,na,na
2992, United Spirits Ltd ,15,0.0,0.0,na,na
2993, United Technologies Corp ,28,0.0,0.0,na,na
2994, United Tractors Tbk PT ,12,0.0,0.0,na,na
2995, United Urban Investment Corp ,6,0.0,0.0,na,na
2996, United Utilities Group PLC ,79,0.0,0.0,na,na
2997, UnitedHealth Group Inc ,69,0.0,0.0,na,na
2998, Universal Health Services Inc ,13,0.0,0.0,na,na
2999, Universal Robina Corp ,9,0.0,0.0,na,na
3000, Unum Group ,42,0.0,0.0,na,na
3001, UOL Group Ltd ,26,0.0,0.0,na,na
3002, UPL Ltd ,53,0.0,0.0,na,na
3003, UPM-Kymmene OYJ ,89,0.0,1.0,Finland,na
3004, US Bancorp ,34,0.0,0.0,na,BSRR
3005, US Foods Holding Corp ,17,0.0,0.0,na,na
3006, USS Co Ltd ,7,0.0,0.0,na,na
3007, Vail Resorts Inc ,10,0.0,0.0,na,na
3008, Valeo SA ,77,1.0,0.0,na,na
3009, Valero Energy Corp ,19,0.0,0.0,na,na
3010, Valmet OYJ ,82,0.0,0.0,na,na
3011, Vanguard International Semiconductor Corp ,37,0.0,0.0,na,na
3012, Varian Medical Systems Inc ,24,0.0,0.0,na,na
3013, VAT Group AG ,5,0.0,0.0,na,na
3014, Vedanta Ltd ,51,0.0,0.0,na,na
3015, Veeva Systems Inc ,8,0.0,0.0,na,na
3016, Ventas Inc ,73,0.0,0.0,na,na
3017, Venture Corp Ltd ,18,0.0,0.0,na,na
3018, Veolia Environnement SA ,81,0.0,1.0,France,na
3019, VEON Ltd ,37,0.0,0.0,na,VEON
3020, Verbund AG ,52,1.0,1.0,Austria,na
3021, VEREIT Inc ,7,0.0,0.0,na,na
3022, Verint Systems Inc ,10,0.0,0.0,na,VRNT
3023, VeriSign Inc ,14,0.0,0.0,na,na
3024, Verisk Analytics Inc ,24,0.0,0.0,na,na
3025, Verizon Communications Inc ,31,0.0,0.0,na,na
3026, Vermilion Energy Inc ,63,0.0,0.0,na,na
3027, Vertex Pharmaceuticals Inc ,21,0.0,0.0,na,VRTX
3028, Vestas Wind Systems A/S ,67,1.0,0.0,na,na
3029, VF Corp ,38,0.0,1.0,United States of America (USA),na
3030, Viacom Inc ,18,0.0,0.0,na,na
3031, Vicinity Centres ,78,0.0,0.0,na,na
3032, Vifor Pharma AG ,23,0.0,0.0,na,na
3033, Vina Concha y Toro SA ,74,0.0,1.0,Chile,na
3034, Vina San Pedro Tarapaca SA ,4,0.0,0.0,na,na
3035, Vinci SA ,69,0.0,0.0,na,na
3036, Vipshop Holdings Ltd ,59,0.0,0.0,na,na
3037, Virgin Money UK PLC ,36,0.0,0.0,na,na
3038, Visa Inc ,58,0.0,0.0,na,na
3039, Vistra Energy Corp ,11,0.0,0.0,na,na
3040, Vitasoy International Holdings Ltd ,47,0.0,0.0,na,na
3041, Viva Energy Group Ltd ,15,0.0,0.0,na,na
3042, Viva Energy REIT ,5,0.0,0.0,na,na
3043, Vivendi SA ,33,0.0,0.0,na,na
3044, VMware Inc ,30,1.0,0.0,na,na
3045, Vocus Group Ltd ,16,0.0,0.0,na,na
3046, Vodacom Group Ltd ,30,0.0,0.0,na,na
3047, Vodafone Group PLC ,48,0.0,0.0,na,na
3048, voestalpine AG ,38,0.0,0.0,na,na
3049, Volcan Cia Minera SAA ,29,0.0,0.0,na,na
3050, Voltronic Power Technology Corp ,53,0.0,0.0,na,na
3051, Volvo AB ,29,0.0,0.0,na,na
3052, Vonovia SE ,23,0.0,0.0,na,na
3053, Vornado Realty Trust ,22,0.0,0.0,na,na
3054, Voya Financial Inc ,58,0.0,0.0,na,na
3055, VTB Bank PJSC ,23,0.0,0.0,na,na
3056, Vukile Property Fund Ltd ,11,0.0,0.0,na,na
3057, Vulcan Materials Co ,17,0.0,0.0,na,na
3058, WABCO Holdings Inc ,13,0.0,0.0,na,na
3059, Wal-Mart de Mexico SAB de CV ,53,0.0,0.0,na,na
3060, Walgreens Boots Alliance Inc ,27,0.0,0.0,na,WBA
3061, Walmart Inc ,28,0.0,0.0,na,na
3062, Walsin Lihwa Corp ,21,0.0,0.0,na,na
3063, Walsin Technology Corp ,3,0.0,0.0,na,na
3064, Walt Disney Co ,25,0.0,0.0,na,na
3065, Want Want China Holdings Ltd ,11,0.0,0.0,na,na
3066, Wartsila OYJ Abp ,76,1.0,0.0,na,na
3067, Washington H Soul Pattinson & Co Ltd ,7,0.0,0.0,na,na
3068, Waste Connections Inc ,12,0.0,0.0,na,na
3069, Waste Management Inc ,75,1.0,0.0,na,na
3070, Waters Corp ,32,0.0,0.0,na,na
3071, Watsco Inc ,6,0.0,0.0,na,na
3072, Watt's Alimentos SA ,0,0.0,0.0,na,na
3073, Wayfair Inc ,9,0.0,0.0,na,na
3074, Webjet Ltd ,11,0.0,0.0,na,na
3075, WEC Energy Group Inc ,51,0.0,0.0,na,na
3076, WEG SA ,52,0.0,0.0,na,na
3077, Weibo Corp ,7,0.0,0.0,na,WB
3078, Weichai Power Co Ltd ,16,0.0,0.0,na,na
3079, Weir Group PLC ,33,0.0,0.0,na,na
3080, Welcia Holdings Co Ltd ,3,0.0,0.0,na,na
3081, WellCare Health Plans Inc ,24,0.0,0.0,na,na
3082, Wells Fargo & Co ,37,0.0,0.0,na,na
3083, Welltower Inc ,71,0.0,0.0,na,na
3084, Wendel SA ,58,0.0,0.0,na,na
3085, Wereldhave NV ,61,0.0,1.0,Netherlands,na
3086, Wesfarmers Ltd ,69,0.0,0.0,na,na
3087, West Japan Railway Co ,16,1.0,0.0,na,na
3088, West Pharmaceutical Services Inc ,37,0.0,0.0,na,na
3089, Western Alliance Bancorp ,17,0.0,0.0,na,na
3090, Western Areas Ltd ,37,0.0,0.0,na,na
3091, Western Digital Corp ,25,0.0,0.0,na,WDC
3092, Western Union Co ,15,0.0,0.0,na,na
3093, Westinghouse Air Brake Technologies Corp ,12,0.0,0.0,na,na
3094, Westpac Banking Corp ,83,0.0,1.0,Australia,na
3095, Westrock Co ,62,0.0,0.0,na,na
3096, WEX Inc ,10,0.0,0.0,na,na
3097, Weyerhaeuser Co ,61,1.0,0.0,na,na
3098, WH Group Ltd ,48,0.0,0.0,na,na
3099, Wharf Holdings Ltd ,26,0.0,0.0,na,na
3100, Wharf Real Estate Investment Co Ltd ,22,0.0,0.0,na,na
3101, Wheaton Precious Metals Corp ,23,0.0,0.0,na,na
3102, Wheelock & Co Ltd ,29,0.0,0.0,na,na
3103, Whirlpool Corp ,57,0.0,1.0,United States of America (USA),na
3104, Whitbread PLC ,67,0.0,0.0,na,na
3105, Whitehaven Coal Ltd ,17,0.0,0.0,na,na
3106, Wienerberger AG ,25,0.0,0.0,na,na
3107, Williams Cos Inc ,26,0.0,0.0,na,na
3108, Williams-Sonoma Inc ,16,0.0,0.0,na,na
3109, Willis Towers Watson PLC ,16,0.0,0.0,na,WLTW
3110, Wilmar International Ltd ,49,0.0,0.0,na,na
3111, Win Semiconductors Corp ,73,0.0,0.0,na,na
3112, Winbond Electronics Corp ,33,0.0,0.0,na,na
3113, Wipro Ltd ,80,0.0,1.0,India,na
3114, Wirecard AG ,14,0.0,0.0,na,na
3115, WiseTech Global Ltd ,25,0.0,0.0,na,na
3116, Wistron Corp ,35,0.0,0.0,na,na
3117, Wix.com Ltd ,10,0.0,0.0,na,WIX
3118, Wm Morrison Supermarkets PLC ,29,0.0,0.0,na,na
3119, WNS Holdings Ltd ,12,0.0,0.0,na,na
3120, Wolters Kluwer NV ,32,0.0,0.0,na,na
3121, Woodside Petroleum Ltd ,76,0.0,0.0,na,na
3122, Woodward Inc ,11,0.0,0.0,na,na
3123, Woolworths Group Ltd ,44,0.0,0.0,na,na
3124, Woolworths Holdings Ltd/South Africa ,56,0.0,0.0,na,na
3125, Woongjin Coway Co Ltd ,66,0.0,0.0,na,na
3126, Workday Inc ,26,1.0,0.0,na,na
3127, World Wrestling Entertainment Inc ,7,0.0,0.0,na,TWMC
3128, Worldline SA/France ,67,0.0,1.0,France,na
3129, Worley Ltd ,30,0.0,0.0,na,na
3130, WP Carey Inc ,9,0.0,0.0,na,na
3131, WPG Holdings Ltd ,6,0.0,0.0,na,na
3132, WPP PLC ,54,0.0,0.0,na,na
3133, Wright Medical Group NV ,11,0.0,0.0,na,WMGI
3134, WSP Global Inc ,36,0.0,0.0,na,na
3135, Wuxi Biologics Cayman Inc ,17,0.0,0.0,na,na
3136, WW Grainger Inc ,50,0.0,0.0,na,na
3137, Wyndham Destinations Inc ,55,0.0,0.0,na,na
3138, Wyndham Hotels & Resorts Inc ,18,0.0,1.0,United States of America (USA),PLYA
3139, Wynn Macau Ltd ,19,0.0,0.0,na,na
3140, Wynn Resorts Ltd ,14,0.0,0.0,na,na
3141, X5 Retail Group NV ,26,0.0,0.0,na,na
3142, Xcel Energy Inc ,34,0.0,0.0,na,na
3143, Xero Ltd ,31,0.0,0.0,na,na
3144, Xerox Holdings Corp ,64,0.0,0.0,na,na
3145, Xiaomi Corp ,15,0.0,0.0,na,na
3146, Xilinx Inc ,19,0.0,0.0,na,na
3147, Xinyi Glass Holdings Ltd ,19,0.0,0.0,na,na
3148, Xinyi Solar Holdings Ltd ,12,0.0,0.0,na,na
3149, XPO Logistics Inc ,17,0.0,0.0,na,na
3150, Xylem Inc/NY ,66,0.0,0.0,na,na
3151, Yageo Corp ,13,0.0,0.0,na,na
3152, Yakult Honsha Co Ltd ,18,0.0,0.0,na,na
3153, Yamada Denki Co Ltd ,13,0.0,0.0,na,na
3154, Yamaguchi Financial Group Inc ,6,0.0,0.0,na,na
3155, Yamaha Corp ,50,0.0,1.0,Japan,na
3156, Yamaha Motor Co Ltd ,69,0.0,1.0,Japan,na
3157, Yamato Holdings Co Ltd ,14,0.0,0.0,na,na
3158, Yamazaki Baking Co Ltd ,1,0.0,0.0,na,na
3159, Yandex NV ,8,0.0,0.0,na,YNDX
3160, Yangzijiang Shipbuilding Holdings Ltd ,5,0.0,0.0,na,na
3161, Yanzhou Coal Mining Co Ltd ,5,0.0,0.0,na,na
3162, Yara International ASA ,35,0.0,0.0,na,na
3163, Yaskawa Electric Corp ,25,0.0,0.0,na,na
3164, Yes Bank Ltd ,69,0.0,0.0,na,na
3165, Yihai International Holding Ltd ,11,0.0,0.0,na,na
3166, Yokogawa Electric Corp ,72,0.0,0.0,na,na
3167, Yokohama Rubber Co Ltd ,26,0.0,0.0,na,na
3168, Young Poong Corp ,0,0.0,0.0,na,na
3169, Youngone Corp ,1,0.0,0.0,na,na
3170, YTL Corp Bhd ,12,0.0,0.0,na,na
3171, Yuanta Financial Holding Co Ltd ,65,0.0,0.0,na,na
3172, Yue Yuen Industrial Holdings Ltd ,17,0.0,0.0,na,na
3173, Yuexiu Property Co Ltd ,16,0.0,0.0,na,na
3174, Yuhan Corp ,9,0.0,0.0,na,na
3175, Yum China Holdings Inc ,59,0.0,0.0,na,na
3176, Yum! Brands Inc ,64,0.0,0.0,na,na
3177, YY Inc ,5,0.0,0.0,na,na
3178, Z Holdings Corp ,17,0.0,0.0,na,na
3179, Zalando SE ,29,0.0,1.0,Germany,na
3180, Zall Smart Commerce Group Ltd ,14,0.0,0.0,na,na
3181, Zayo Group Holdings Inc ,11,0.0,0.0,na,na
3182, Zebra Technologies Corp ,9,0.0,0.0,na,ZBRA
3183, Zee Entertainment Enterprises Ltd ,8,0.0,0.0,na,na
3184, Zendesk Inc ,10,0.0,0.0,na,na
3185, Zhejiang Expressway Co Ltd ,17,0.0,0.0,na,na
3186, Zhen Ding Technology Holding Ltd ,5,0.0,0.0,na,na
3187, Zhuzhou CRRC Times Electric Co Ltd ,19,0.0,0.0,na,na
3188, Zijin Mining Group Co Ltd ,6,0.0,0.0,na,na
3189, Zimmer Biomet Holdings Inc ,32,0.0,0.0,na,na
3190, Zions Bancorp NA ,18,0.0,0.0,na,na
3191, Zoetis Inc ,19,0.0,0.0,na,na
3192, Zona Franca de Iquique SA ,2,0.0,0.0,na,na
3193, ZOZO Inc ,6,0.0,0.0,na,na
3194, ZTE Corp ,25,0.0,0.0,na,na
3195, ZTO Express Cayman Inc ,4,0.0,0.0,na,na
3196, Zurich Insurance Group AG ,83,0.0,1.0,Switzerland,na
3197, Zynga Inc ,8,0.0,0.0,na,ZNGA
