Date,Open,High,Low,Close,Adj Close,Volume
1965-12-01,528.690002,528.690002,528.690002,528.690002,528.690002,0
1966-01-01,527.210022,538.940002,527.210022,533.340027,533.340027,0
1966-02-01,529.109985,539.890015,506.380005,524.559998,524.559998,0
1966-03-01,517.900024,517.900024,501.510010,511.450012,511.450012,0
1966-04-01,515.580017,529.109985,515.580017,521.179993,521.179993,0
1966-05-01,520.539978,520.539978,476.450012,491.679993,491.679993,0
1966-06-01,491.779999,498.660004,485.119995,485.440002,485.440002,0
1966-07-01,490.200012,500.559998,478.880005,478.880005,478.880005,0
1966-08-01,471.589996,481.100006,426.329987,440.399994,440.399994,0
1966-09-01,443.459991,456.260010,434.260010,436.700012,436.700012,0
1966-10-01,427.390015,456.470001,416.290009,456.359985,456.359985,0
1966-11-01,459.850006,470.109985,455.519989,460.910004,460.910004,0
1966-12-01,459.109985,475.079987,459.109985,462.279999,462.279999,0
1967-01-01,462.489990,500.670013,462.489990,500.140015,500.140015,0
1967-02-01,499.500000,510.609985,499.500000,502.890015,502.890015,0
1967-03-01,507.859985,526.679993,507.859985,523.609985,523.609985,0
1967-04-01,517.900024,544.969971,512.830017,544.969971,544.969971,0
1967-05-01,544.650024,549.090027,519.909973,519.909973,519.909973,0
1967-06-01,526.250000,541.059998,515.359985,531.539978,531.539978,0
1967-07-01,533.229980,556.710022,533.229980,556.710022,556.710022,0
1967-08-01,560.090027,562.729980,544.119995,550.570007,550.570007,0
1967-09-01,551.419983,572.460022,551.419983,567.919983,567.919983,0
1967-10-01,565.799988,572.669983,551.210022,551.210022,551.210022,0
1967-11-01,544.229980,555.119995,535.030029,552.580017,552.580017,0
1967-12-01,555.330017,569.179993,555.330017,569.179993,569.179993,0
1968-01-01,567.599976,572.780029,546.239990,546.239990,546.239990,0
1968-02-01,547.929993,547.929993,525.729980,526.250000,526.250000,0
1968-03-01,524.250000,530.380005,514.940002,529.219971,529.219971,0
1968-04-01,542.119995,576.159973,542.119995,576.159973,576.159973,0
1968-05-01,578.070007,586.840027,572.359985,586.840027,586.840027,0
1968-06-01,594.140015,606.090027,592.969971,592.969971,592.969971,0
1968-07-01,591.710022,610.000000,578.489990,579.229980,579.229980,0
1968-08-01,576.270020,587.260010,572.880005,586.210022,586.210022,0
1968-09-01,588.429993,610.099976,588.429993,610.099976,610.099976,0
1968-10-01,611.270020,623.739990,611.270020,615.070007,615.070007,0
1968-11-01,612.750000,647.849976,612.750000,647.849976,647.849976,0
1968-12-01,646.479980,646.479980,622.159973,622.789978,622.789978,0
1969-01-01,623.219971,623.320007,600.270020,617.289978,617.289978,0
1969-02-01,616.450012,620.679993,583.559998,583.559998,583.559998,0
1969-03-01,584.520020,601.119995,580.820007,601.119995,601.119995,0
1969-04-01,600.270020,613.169983,590.969971,613.169983,613.169983,0
1969-05-01,612.539978,627.229980,610.530029,611.900024,611.900024,0
1969-06-01,608.840027,608.840027,563.789978,572.359985,572.359985,0
1969-07-01,574.679993,583.780029,521.390015,535.450012,535.450012,0
1969-08-01,545.820007,561.570007,541.059998,559.770020,559.770020,0
