Date,Open,High,Low,Close,Adj Close,Volume
1971-02-01,100.000000,102.190002,99.680000,101.339996,101.339996,0
1971-03-01,101.779999,105.970001,101.779999,105.970001,105.970001,0
1971-04-01,106.339996,112.459999,106.339996,112.300003,112.300003,0
1971-05-01,111.349998,111.769997,107.500000,108.250000,108.250000,0
1971-06-01,108.870003,110.760002,105.489998,107.800003,107.800003,0
1971-07-01,108.470001,111.239998,105.269997,105.269997,105.269997,0
1971-08-01,105.589996,109.300003,103.040001,108.419998,108.419998,0
1971-09-01,108.650002,110.580002,108.180000,109.029999,109.029999,0
1971-10-01,109.580002,110.980003,104.279999,105.099998,105.099998,0
1971-11-01,103.690002,105.720001,100.309998,103.970001,103.970001,0
1971-12-01,105.000000,114.120003,105.000000,114.120003,114.120003,0
1972-01-01,113.650002,118.870003,113.650002,118.870003,118.870003,0
1972-02-01,119.580002,125.379997,119.580002,125.379997,125.379997,0
1972-03-01,126.290001,128.850006,125.730003,128.139999,128.139999,0
1972-04-01,128.059998,134.100006,128.059998,131.330002,131.330002,0
1972-05-01,130.160004,133.949997,125.779999,132.529999,132.529999,0
1972-06-01,133.130005,133.520004,129.309998,130.080002,130.080002,0
1972-07-01,130.589996,131.860001,127.089996,127.750000,127.750000,0
1972-08-01,128.449997,131.699997,128.449997,129.949997,129.949997,0
1972-09-01,130.699997,130.699997,126.820000,129.610001,129.610001,0
1972-10-01,129.300003,130.240005,125.870003,130.240005,130.240005,0
1972-11-01,131.589996,133.580002,131.589996,132.960007,132.960007,0
1972-12-01,133.940002,135.149994,131.080002,133.729996,133.729996,0
1973-01-01,134.630005,136.839996,128.220001,128.399994,128.399994,0
1973-02-01,126.940002,127.190002,119.800003,120.410004,120.410004,0
1973-03-01,119.529999,122.279999,115.470001,117.459999,117.459999,0
1973-04-01,115.790001,115.790001,107.849998,107.849998,107.849998,0
1973-05-01,107.959999,110.889999,100.760002,102.639999,102.639999,0
1973-06-01,102.300003,104.790001,99.430000,100.980003,100.980003,0
1973-07-01,100.150002,109.360001,99.389999,108.639999,108.639999,0
1973-08-01,107.129997,107.300003,101.339996,104.870003,104.870003,0
1973-09-01,105.500000,111.269997,105.330002,111.199997,111.199997,0
1973-10-01,110.970001,114.099998,110.169998,110.169998,110.169998,0
1973-11-01,109.620003,109.620003,93.070000,93.510002,93.510002,0
1973-12-01,91.970001,93.540001,88.669998,92.190002,92.190002,0
1974-01-01,92.529999,95.949997,91.419998,94.930000,94.930000,0
1974-02-01,94.150002,94.349998,90.080002,94.349998,94.349998,0
1974-03-01,94.050003,96.529999,92.269997,92.269997,92.269997,0
1974-04-01,91.900002,92.129997,86.040001,86.860001,86.860001,0
1974-05-01,87.629997,87.970001,79.779999,80.199997,80.199997,0
1974-06-01,81.080002,83.919998,75.959999,75.959999,75.959999,0
1974-07-01,75.389999,75.389999,69.820000,69.989998,69.989998,0
1974-08-01,69.629997,71.680000,61.369999,62.369999,62.369999,0
1974-09-01,60.880001,60.880001,55.669998,55.669998,55.669998,0
1974-10-01,55.480000,65.230003,54.869999,65.230003,65.230003,0
1974-11-01,65.059998,66.720001,60.750000,62.950001,62.950001,0
1974-12-01,61.660000,61.660000,57.860001,59.820000,59.820000,0
1975-01-01,60.700001,69.779999,60.700001,69.779999,69.779999,0
1975-02-01,70.730003,73.790001,70.129997,73.000000,73.000000,0
1975-03-01,73.830002,76.269997,73.830002,75.660004,75.660004,0
1975-04-01,75.419998,79.080002,74.339996,78.540001,78.540001,0
1975-05-01,79.269997,83.099998,79.269997,83.099998,83.099998,0
1975-06-01,83.879997,87.019997,82.989998,87.019997,87.019997,0
1975-07-01,86.330002,88.000000,82.669998,83.190002,83.190002,0
1975-08-01,81.620003,81.620003,75.519997,79.010002,79.010002,0
1975-09-01,77.889999,78.129997,73.779999,74.330002,74.330002,0
1975-10-01,73.800003,78.910004,73.800003,76.989998,76.989998,0
1975-11-01,76.620003,79.269997,76.620003,78.800003,78.800003,0
1975-12-01,78.660004,78.660004,74.519997,77.620003,77.620003,0
1976-01-01,78.059998,87.050003,78.059998,87.050003,87.050003,0
1976-02-01,87.279999,92.089996,87.250000,90.260002,90.260002,0
1976-03-01,90.250000,91.209999,89.470001,90.620003,90.620003,0
1976-04-01,90.440002,91.550003,88.599998,90.080002,90.080002,0
1976-05-01,89.050003,90.639999,87.779999,88.040001,88.040001,0
1976-06-01,87.809998,90.320000,86.949997,90.320000,90.320000,0
1976-07-01,90.279999,92.519997,90.279999,91.290001,91.290001,0
1976-08-01,91.269997,92.010002,89.129997,89.699997,89.699997,0
1976-09-01,90.589996,92.440002,90.529999,91.260002,91.260002,0
1976-10-01,90.440002,90.459999,88.730003,90.349998,90.349998,0
1976-11-01,90.389999,91.419998,87.820000,91.120003,91.120003,0
1976-12-01,91.830002,97.879997,91.830002,97.879997,97.879997,0
1977-01-01,97.690002,97.690002,95.540001,95.540001,95.540001,0
1977-02-01,96.300003,96.739998,94.570000,94.570000,94.570000,0
1977-03-01,95.139999,96.580002,94.129997,94.129997,94.129997,0
1977-04-01,94.540001,96.360001,93.660004,95.480003,95.480003,0
1977-05-01,95.830002,98.470001,95.589996,95.589996,95.589996,0
1977-06-01,95.860001,99.730003,95.800003,99.730003,99.730003,0
1977-07-01,99.900002,103.110001,99.900002,100.650002,100.650002,0
1977-08-01,100.760002,101.050003,99.889999,100.099998,100.099998,0
1977-09-01,100.400002,101.279999,99.470001,100.849998,100.849998,0
1977-10-01,101.160004,101.690002,96.830002,97.519997,97.519997,0
1977-11-01,96.739998,104.330002,96.489998,103.150002,103.150002,0
1977-12-01,103.680000,105.050003,102.500000,105.050003,105.050003,0
1978-01-01,104.000000,104.000000,99.089996,100.839996,100.839996,0
1978-02-01,101.540001,103.580002,101.470001,101.470001,101.470001,0
1978-03-01,101.470001,106.199997,101.470001,106.199997,106.199997,0
1978-04-01,105.889999,115.180000,105.889999,115.180000,115.180000,0
1978-05-01,115.959999,121.930000,115.959999,120.239998,120.239998,0
1978-06-01,120.339996,124.510002,119.180000,120.300003,120.300003,0
1978-07-01,120.150002,126.320000,118.820000,126.320000,126.320000,0
1978-08-01,126.809998,135.839996,126.809998,135.009995,135.009995,0
1978-09-01,135.350006,139.250000,132.009995,132.889999,132.889999,0
1978-10-01,133.300003,135.580002,111.120003,111.120003,111.120003,0
1978-11-01,114.650002,116.169998,110.879997,114.690002,114.690002,0
1978-12-01,116.190002,119.150002,114.330002,117.980003,117.980003,0
1979-01-01,117.839996,127.040001,117.839996,125.820000,125.820000,0
1979-02-01,125.760002,125.830002,122.559998,122.559998,122.559998,0
1979-03-01,123.330002,131.759995,123.330002,131.759995,131.759995,0
1979-04-01,131.360001,134.779999,131.360001,133.820007,133.820007,0
1979-05-01,133.789993,134.199997,128.990005,131.419998,131.419998,0
1979-06-01,131.759995,138.130005,131.759995,138.130005,138.130005,0
1979-07-01,137.029999,141.330002,137.029999,141.330002,141.330002,0
1979-08-01,141.899994,150.440002,141.899994,150.440002,150.440002,0
1979-09-01,148.490005,150.649994,146.029999,149.979996,149.979996,0
1979-10-01,149.589996,152.289993,132.610001,135.529999,135.529999,0
1979-11-01,136.419998,144.259995,134.139999,144.259995,144.259995,0
1979-12-01,143.860001,151.139999,143.860001,151.139999,151.139999,0
1980-01-01,148.169998,161.750000,145.970001,161.750000,161.750000,0
1980-02-01,162.300003,165.250000,157.460007,158.029999,158.029999,0
1980-03-01,156.869995,156.869995,124.089996,131.000000,131.000000,0
1980-04-01,133.139999,139.990005,133.080002,139.990005,139.990005,0
1980-05-01,139.679993,150.699997,139.679993,150.449997,150.449997,0
1980-06-01,150.169998,159.179993,149.919998,157.779999,157.779999,0
1980-07-01,158.169998,172.330002,158.169998,171.809998,171.809998,0
1980-08-01,172.490005,182.389999,171.889999,181.520004,181.520004,0
1980-09-01,182.339996,195.940002,182.339996,187.759995,187.759995,0
1980-10-01,189.619995,199.429993,189.619995,192.779999,192.779999,0
1980-11-01,193.149994,208.149994,193.100006,208.149994,208.149994,0
1980-12-01,204.910004,206.190002,188.750000,202.339996,202.339996,0
1981-01-01,203.550003,204.169998,195.889999,197.809998,197.809998,0
1981-02-01,193.089996,198.009995,192.289993,198.009995,198.009995,0
1981-03-01,199.059998,210.179993,198.160004,210.179993,210.179993,0
1981-04-01,211.339996,219.880005,211.270004,216.740005,216.740005,0
1981-05-01,216.679993,223.470001,211.550003,223.470001,223.470001,0
1981-06-01,223.020004,223.020004,215.750000,215.750000,215.750000,0
1981-07-01,214.630005,214.630005,206.160004,211.630005,211.630005,0
1981-08-01,210.399994,212.360001,195.750000,195.750000,195.750000,0
1981-09-01,195.169998,195.389999,175.029999,180.029999,180.029999,0
1981-10-01,181.089996,195.240005,181.089996,195.240005,195.240005,0
1981-11-01,197.250000,201.369995,197.160004,201.369995,201.369995,0
1981-12-01,201.130005,201.130005,193.910004,195.839996,195.839996,0
1982-01-01,195.529999,195.529999,183.410004,188.389999,188.389999,0
1982-02-01,186.820007,188.210007,177.490005,179.429993,179.429993,0
1982-03-01,180.130005,180.139999,167.919998,175.649994,175.649994,0
1982-04-01,177.309998,185.800003,177.309998,184.699997,184.699997,0
1982-05-01,184.970001,188.220001,178.369995,178.539993,178.539993,0
1982-06-01,177.360001,177.820007,168.000000,171.300003,171.300003,0
1982-07-01,170.600006,172.110001,166.800003,167.350006,167.350006,0
1982-08-01,168.369995,178.169998,159.139999,177.710007,177.710007,0
1982-09-01,177.300003,189.039993,177.300003,187.649994,187.649994,0
